#token    category
I hate when people say they not hearing what I have 2 say but shit don't care what people say or think bout me 4 . Real    non-intent
i need to go college again for last minute work , yeah time to work , work , work , work and finally sleeeeeeeeeeeeeeeeeeeep !!!!!!!!!!    career
I have to draw for my friend's wedding by sunday !!!    event
I need to get a manicure . -.-    goods
I might just be inspired to get a mac book    goods
i need to make that trip to john tyler soon . i hate i'm such a procrastinator .    travel
I have a headache so I am going to take a rest .    trifle
I want shoes .!!! not hair stuff for all of us to match .!    goods
I want to buy camping equipment , but am not sure I want to actually camp .    goods
I need those fucking tickets man . I have got to go to this show .    event
i want to be a celebrity just to say there two words " HEY POPSTAR ! " hahaha .    career
I showed #husband the Craig Ferguson clips and now he's playing me a bunch of fresh cuts on the turntable . I definitely married up .    non-intent
i just don't understand anything .    non-intent
I havent slept before at least like 3am in the last few days ... blah    trifle
I think I got it but you let me know if this comes to your phone .    non-intent
I do think it's nice they got a free trip to Africa . I want to go too . Maybe ill try to raise money to take my students to the Zoo .    travel
I should be sad but I'm not ... and it makes me sad to realize that .    non-intent
I had sushi ( Blue C ) for lunch and resisted the giant delicious looking cream puff . And now I would very much like to go play in the sun .    food
I get to see Green Day tomorrow . =]    event
I have so many Korean clients I'm starting to think I should learn the language ...    career
i forgot to tweet ! nooooooooooooooooo    non-intent
i wish i could speak 5 different languages .    career
I need someone now to make me smile , I am so bored ...    trifle
I totally want to go running in the thunderstorm    event
I want pizza but I can't afford it ! Damn windshield !    food
I wish I could go back to college .    career
I think I'm going to leave work early today .    trifle
I could for a nap right now ... and some food .    trifle
I think I'm gonna take a holiday in August or September me thinks !    travel
I might get a hair cut tomorrow--we'll see how it goes .    goods
I am so tired ! I am gonna make some coffee !    travel
I need 2 take a nap ... tweet w/ yall later    trifle
I haven't eaten since lunch yesterday . I really have to remedy that .    food
I can't believe I just let Chad give me a David Beckham haircut ... I definitely have never had this short of hair since the womb !    non-intent
i will automatically hate you if you dont like Micahel Jackson . He was a remarkable eccentric and mahatma . If you were/are too shallow to    non-intent
I luv 2 help others but I always wind up putting off what I need 2 do !    non-intent
I Finally Got To See My Mother After 4 Days !!!! LoL    non-intent
I wanna go swimming !    event
I need to stop following fictional characters on Twitter . The ones in my head are starting to gettin jealous .    event
i really want to go to the movies .    event
I might take out the Jet ski this weekend ... Get on the water ...    event
i may have a little sunburn tomorrow but so worth it    non-intent
I really fucking want those cookies .    food
I said it on their Facebook ; now I need to say it to their face .    non-intent
I kinda want to join the circus .    event
I like to play by myself sometimes .    non-intent
I think I may be coming back to twitter , seems to make a lot more sense from a    event
I know you have to take it with a grain of salt , considering the source , but TMZ says Michael Jackson died !    non-intent
I WANNA WATCH TORCHWOOD ! COME ON BBC ! DON'T LEAVE ME HANGING ANYMORE ! * is writing Torchwood fanfiction *    event
I need to go to the shooting range .    trifle
I need to see a doctor .    goods
I havent bought shoes in a relatively long time . I cant believe I have behaved for so long . But Im starting to get that itch ago ;-/    non-intent
I wanna go back to november !    trifle
I need ice cream cake to unwind ! Yummm . 1    food
I might be goin to a aerosmith concert tonight ! Yay !!!!!    event
I totally just over did it on the weed intake just now .. I think my dog is an undercover police officer ..    non-intent
I think I gained five pounds today . I couldn't control myself    non-intent
I tried to work all day , i really did    non-intent
I need a new cell phone . I welcome any suggestions . AT&T is my carrier ( siiiiigh ) . I love texting , I like simple . Maybe internet/e-mail ?    goods
I really think im becoming an insomniac    non-intent
I NEED A JOB !! Who's hiring ... in Memphis ?    career
I got to sing happy birthday to grace !!!    event
I will attempt to locate a bathing suit that is more than 4 sq inches of material when I leave work    trifle
I should probably never have kids -- had to pull the car over when music rotation arrived at Tom Waits ' " Georgia Lee . "    trifle
I really want to see Ice Age 3    event
i want to start archiving stuff ... but can't seem to find the " All Mail " link GMail tells me is where it will go ...? anyone ?    trifle
I should be going to Katy Perry's concert tonight . Just like seriously FML .    event
i REALLY want to go to the DALLAS SHOW like NOW ! i heard MC is gonna performe with JB ( maybe )    event
I might just have to start using twitter .    trifle
i will wear the most expensive boots    non-intent
I can't wait for football season to start . I apologize to all the baseball fans out there , but I just can't watch that boring stuff .    event
I make one bad decision after another I swear I don't know where my brain is sometimes    trifle
I need to meet new ppl on twitter    trifle
I finally found time for twitter . Well , I went to a Maxwell concert and then took a bus to NY city and had a ball with Michael Baisden .    event
i need people to do me a favor and disappear .    trifle
I would like to buy a LOMO .. which is good as starter ?    goods
I NEED TO TELL SOMEONE SOMETHING EEEEP    trifle
I just can't handle stupid people ...    non-intent
I need to travel . once school starts , you'll never see me again . I've got some friends , some who i hardly know . its time to go .    travel
I am going to the beach lol    travel
I need to buy a hockey stick ... -.-'    goods
I need some entertainment ..!    event
I need to actually upload a picture for this thing .    trifle
i gotta say . last night was without a douubt the worst night ever . and today isnt much better fml    non-intent
I still can't believe Michael Schumacher is back ! That means I have to watch the upcoming race ...    event
I wanna go swimming too .. Wait .. how did my followers just go from 100 to 62 and not 55 ?! Oh yeah .. don't have a bathing suit ..    event
I want a trip to Greece . Lol . Happiness is hearing my kid sing the lyric to each song . Warms my heart .    travel
I seriously need to get to the gym ! My heart and body need exercise . Pushing boxes through the mall kicked my butt !    event
I need a holiday to reset my perception of time from that of a fly to that of an elephant .    travel
I just got a new follower on twitter ! amazing ! i need to celebrate !    trifle
I will be secretary of state ... LOL    non-intent
i will not let you get to me . i will not let you get to me . i will not let you get to me .    trifle
I need to try a couple more job applications and hopefully get a job . Fred Meyer has called me in the past when I've applied . Guess I sh ...    career
i need a new computer ! or at least a screen . everything just got very RED very fast ... its hurting my eyes !!!    goods
I seriously need to be in Mexico tomorrow with a concert ticket in my hand .    event
I went to an event called " Shine " at El Jefe's last night and it was pretty dope ! I ran into some old school friends that I hadn't seen in a    non-intent
I need to find a third job . Help me , God .    career
I really want to sing more , but , it's 1AM , and I'm not in a car anymore . 2 hour road trip tomorrow with Steven !    event
I need a job with more computers and less junk food .    career
I should start going to a gym ...    event
I wanna be in a movie where i say something like " i have the key ! " sort of like frodo says " i will take it ! " in fellowship .    trifle
I really want to go to the LAKERS parade tomorrow . man , i need a ride , take me ! <3    event
I wanna get a new camera , specifically the Powershot SD780 .    goods
I want chitlins .... Yummm    food
I need a nap now ....    trifle
I am going to miss my white bud tea . It is so yummy and I could not believe I could not have it for a week during my recovery .    food
I think I just broke this boy heart by sayin I jus wanna b friends =/    trifle
I GOTTA JOB ! don't ask me what it is !    non-intent
i really hope michael jackson is ok ... i really love his work ...    trifle
I need you more than I need men in my life , and that's saying a lot    trifle
I totally do not understand the rules of the tour de France . utterly bizarre    non-intent
I am going to take a shower , and then coffee .    trifle
I love the temperature this morning , but I need some sun ! #fb    trifle
I have a hard time finding the energy to look decent when I know I will be very sweaty very soon .    non-intent
I really need a job .    career
I need a full body massage ! ( ladies ) head to toe ! Who riding ? Lol    goods
I want to direct a show ... =/    career
I got a job offer . I think I'm going to take it .    career
I Think I Might Go Running Today .... Any Other Suggestions ???    event
I have to be at work in 30 minutes and I just now started to get ready .. I think its safe to say that I really dont want to go in today .    non-intent
I just wanna bake some cookies on him .    food
I need a sessh right now whatever    goods
I might throw my tv over my balcony so look out    trifle
I took a nap ... now I really need to do something productive ... I mean it's 8pm and I haven't done shit haha    career
I really like all the " coming soon " pages , I cant wait !!    non-intent
I really need to start packing .    trifle
I wanna eat some chippies and salsa 2mrw . + a mango smoothie ! Yay for food factories and fruit .    food
I want to do what I want to do .    non-intent
I dont understand why christan bands cant just write a couple songs bout god then switch it up thats wat i would do    non-intent
I forgot to empty a drawer .    non-intent
I should have left an hour ago . But I'm waiting on one more ad to come in . It's making me anxious . And I'm starving .    non-intent
I need to see The Hangover . I think I am the last in the group that hasn't seen it yet ...    event
I hope we never fight again . He is your best friend and my special someone . But I will forever love you .    trifle
I just might go to sleeeep now ...    trifle
I think I might watch Wedding Crashers and then see Death Race . Mmmmm Jason Statham . Success .    event
I honestly do not know " Apocalyptica Ft . Adam Gontier ! Really ! I must be such a doofus !    non-intent
I need a holiday . I wanna go overseas , off my phone , stay away from computers and just disappear for awhile . Im sick and tired , seriously .    travel
I Gave What I Could And I Have No Regrets    non-intent
I wanna go horse back riding !!    event
I am going to a party with nothing to wear . Awesome .    event
I want to thank the woman in seat 14B on the American Airlines flight tonight ... she was insanely drunk and almost pissed in her seat ...    non-intent
I really hate some arrogant people , they think they are great but they just do little ! so stupid !    non-intent
I go to eat strawberries , although the clock is 1.08    food
I would like a pet of some sort . Cute , Small , and Fluffy .    event
I love my coworkers who made coffee this morning . Truly love them . I might have to bake them a cake , or something .    food
I need a job ! Looking for project management , product or marketing areas .    career
i really do kind of need gmail right now . why is it not working ? sadface    non-intent
I get to stay home tonight . Yeah !    trifle
I miss horseback riding . I need to get out to a stable one of these days .    event
I am excited to have my chamber people in town for the ACCE conference ! ACCE#    event
I am actually suprised by the little bit of hate I have to deal with ... its so minuscule    non-intent
I have to say , the Aztex have come out with some more passion than they showed in the first half .    non-intent
I need a job . I really do . Anyone hiring high school students part time ?    career
I am about to catch a flight to Texas just to catch another one to England . Goodbye Stanberry Missouri it's always nice be back .    travel
I have to study English seriously .    career
i will always remember ryan reynolds as the dude who dies in ' school of life ' . thanks to disney !    non-intent
I thot I could B able 2 stop if I noticed it . I did alot of things I regret doin or sayin . + I know that its not my fault .    non-intent
i really want to get out of here .    trifle
I really don't know why my bf is watching Rocky 3 .    non-intent
I went to 2 TEA parties this week . How about you ?    event
i really hope i didn't get sunburnt ... i'm kinda bored    non-intent
I need a solitary place to go and write .    travel
I WANT SOME FOOD TO !!!! LMAO WHAT IS FOR BREAKFAST !    food
i havent been this miserable in agess .    non-intent
I think I may try and plan a trip to Georgetown this year ... WHO DEY !    travel
I think that ... I forgot what I was going to say .    non-intent
I want to go on a book shopping spree .    goods
I want to stay in long beach forever !!    travel
I need to brush my teeth , do you care Twitter ?    goods
I gotta go to the doctor soon for my jaw .    goods
I think the reason I'll push an issue or say something that I know that will make Matty uncomfortable is because I want to see    non-intent
I really need to take a look at my surroundings ... I came far but there are still people , places & things I need to get away from    non-intent
I choose to show support for the Marines killed in Lebanon by not turning my avatar green .    non-intent
I need texting buddies .    trifle
I LOVE TO COOK YUMMY FOOD !    food
I might have forgotten about the tick , but where it was in me still hurts , so I keep getting reminded and grossed out !    non-intent
I will admit . Its been a long weekend . A long , sad , depressing weekend .    non-intent
I wanna go to Japan right now !!! #รวมฮิตtwitter    travel
I need another job and ajc reports we are in double digit unemployment !! Geeez like we didnt know !!    career
I need something cold ... yumm a popsicle    food
I wanna go home now ... =/ But I gotta wait .. Oh well . Phone gonna die . Haha !    trifle
I wanna go home and take a shower !    trifle
I need some uptempo music . I have reached THAT time of the day when all I really want is a nap . Dancing and singing should help .    event
I didn't mean to fall in love , but i did . And you didn't mean to love me back but i know you did .    non-intent
I really like minute maid orange juice with no pulp makes me wanna drive out and buy a minute maid orange and stick a straw in it like on tv    food
I will be at Episcolunch today at noon in the River Market in Little Rock .    non-intent
I WANNA GO TO EUROPE !! OR AUSSIE !    travel
I really want KFC because of the Michael Jackson funeral .    food
I should leave work to get more starbucks ... i mean they ouldnt notice    food
I should learn not to wear white and eat pizza    trifle
I hope you don't hate me , like I fear you do .    trifle
I gotta go to watching the cinema ' Bruno ' is it fun and good ????    event
I really want to watch the Muppet Show , and i have no idea why    event
i want to change the channel but come on ... it's STEEL MAGNOLIAS !!!    non-intent
i need to get a flash drive ...... lame    goods
I go on vacation in 2 days !!!! I'm so excited , and I just can't hide it !    travel
I wanted to be a counsellor , but now I just want a nice quiet job .    career
I think I may require coffee . Time to visit the new Caffe Ladro location in the Issaquah Highlands ! Iced medici , or sweet chai latte ?    food
I wanna be a pirate . Its a pirates life for me ! Arrrrrr    career
I could go for falafel ... we should work on that ...    food
I havent been tweeting a lot those past two days , been busy ! I love tweeting =D    non-intent
I just wanted to buy an iPhone and be done with it . But noooo . It's got Flash and it's probably a lot cheaper .    goods
I wanna move to Toronto next year w/ my bff . I can't have a music career in this tiny town ...    travel
I hate it when I go to the store for peach sorbet and they have none . RAWR .    goods
I need a glass of water    food
I am a Virgo too , I totally understand ! LOL    non-intent
I need a social life    event
I need a job SOOO BAAD !!! I'm about to apply at the strip club up the street from my house . Yeah , I think I've got the goods . HA !    career
i could really use a cigarette right about now !    non-intent
I must visit my brother in Hawaii some day . The photos he sends me are awesome !    travel
I need caffeine in my bloodstream .    food
I need a job in KC anyone have any ideas or jobs ?    career
I am am on vacation in Oklahoma . I will be back in Houston soon .    travel
i want to see Gary Allan !!!!    event
I want a new phone , Do I dare giving up my BBM's ?    goods
I totally hate talking on the phone !    non-intent
I try and try everyday , but I never seem to make it out with my sanity ...    non-intent
I get to do some more work in Maya . Days when I learn something new automatically qualify as good .    career
I could really use an iced mocha or energy drink right now    food
I pour water on my cappuccino , I mix , I drink ... it's cold . I forgot to heat the water . Damn kettle . Long live the micro-waves !    non-intent
I am actually hungry .. do I want a shrimp quesadilla or chicken potstickers ?    food
i can just imagine when school start OMG !    non-intent
I need to go watch Harry Potter in 3-D Soon !!!!    event
I think I need some chocolate to help me get creative    food
I need to find a studio in atlanta ... I good one !!    goods
I think I'm gonna check out True Blood on HBO ... Apparently it's pretty good ...?    event
I need more time in a day !! Ahh !    trifle
I wish I could punch someone .    trifle
I really need a day of pure relaxation , but that's not happening today    event
I know you have a little life in you yet . I know you have alot of strength left .    non-intent
I need to see a shrink and soon !    trifle
I got music test tomorrow but i havent study for it .    non-intent
I need a pedicure .... massage .... And a new hair cut    goods
i could listen to daniel merriweather's voice forever .    event
I want a DSLR but I don't know what brand . Nikon or Canon ? I want to try and get it duty free .    goods
I need to do activities that don't involve alcohol today .....    event
I want a world-wide sing-along of " We Are the World " . At the same time , or at noon on a given day in each timezone . Please RT .    event
I want cake .. or something cookies ? yumm wish I had the ingredients >=|    food
I tried to hate him . I never could . He is my weekness . He was my cancer . And he is back in my life .    trifle
I am so sad . I knew it would happen one day . I needed to say goodbye and hear her voice again , one last time .    non-intent
I really wanna go to the UniverseSoul Circus !! Too bad I don't have anyone to go with ... ='(    event
I need a haircut . Last night I had a dream in which I had long hair again .    goods
i really wanna go to the beach right now , road trip anyone ?    travel
i have to go do the dishes . so ... well , i guess it doesnt really matter cuz no ones here . lol .    trifle
I hope the weather holds up for this weekend .. I want to go to the park ..    travel
I got a really sweet job offer . Even if I get paid shit for it , I will be a legitimate , paid writer . How fucking cool is that ?    career
I know what i need to do ... its just time for me to do it !    non-intent
I will never buy ikea furniture again . I'm just sayin    goods
I really want to win ticket to the iTunes festival to see my guilty pleasure - Snow Patrol , free tickets would be a good excuse to see them !    event
I think I just heard something . Did you hear it ?    non-intent
I am going to be changing my name in less than two months . That is just a really weird thing to think about .    trifle
I seriously need to get a new computer ... my desktop is soooo slow !    goods
I have to eat because I'm hungry , but I so don't have a desire for anything .    food
I may put 2 new songs on the mix I just got .... They're slappers .    non-intent
I did what I could for all ... Good night !    non-intent
I want some fresh cooked pancakes !!! YUMMY !!!    food
I have no plans of ever going back to ATL ! I havent been there since I left 2 yrs ago ! What about " I despise ATL ! " dont u understand !! Fuck !    non-intent
i went to 7-11 to have my money changed .. i got hungry and bought some hotdogs and gatorade red    food
I hate it when i walk outside to smoke during my break , THEN u realize i have to pee .    trifle
I like to move it move it .. I like to ? Move it ?    non-intent
I forgot to mention that I rode a mechanical bull last weekend .... and proceeded to rule out that profession as a viable alternative    non-intent
I want the new BMW Z4 so bad !!! #dreamcar    goods
i need to get a formal dress and a dress for a wedding ... help me . not to mention the wedding present .    goods
I really want to take a shower ! Cmon body woooorrrrk !    trifle
I wanna go c the new transformer movie !    event
I need the names of two or three well-known nz fashion designers ....?    trifle
i want to get a REALLY good app for 99 cents but im not sure what i should get    goods
I really dislike being sick . It's like being punched in the gut with a shotgun .    trifle
I need a camping trip . I want to smell pine needles and listen to birds while eating chili mac by the light of my headlamp    travel
I really need to get out and shoot . I am becoming a studio snob . I used to HATE shooting in studio . Who wants to hang at a park with me ? #fb    event
i need to go to the doctors .    goods
I want me a firefighter !!!!! Yummy yummy    food
I love him nope than anything ... i wanna marry that boy someday !    trifle
I cant stop thinking about the book Dewey . poor thing . he was one of the best cats ever from what i could tell .    non-intent
I need to move forward ..    trifle
I think it's time I went to visit another country . Any suggestions ?    travel
I need an apartment .    goods
I just wanna go home !!    trifle
i wanna rock with you !!    trifle
I think i will never get a tattoo bc i don't know what to get or where to get it & i don't like pain ...    non-intent
I want to shop for my trip on August .    travel
I tend to swear a lot when I am stressed .    trifle
I miss playin the drums and keyboard . I wonder if I can still go in .    non-intent
i might have my brother talked into a twitter ( fingers crossed )    non-intent
I would buy an iPhone if they would offer service through another company ... not a fan of AT&T    goods
I wanna play some ball . Thats what im on this earth for . to play ball and be nice to people ...... real talk    event
i wanna go shopping 2day and get some clothes for the trip . yay ! i <3 shopping ... just cnt afford it . haha .    event
I am going to school to get a degree    career
i think i am addicted to sex .    non-intent
I think I know why I am dreaming of so much poo .. although I had my dreams .... before I started playing .    non-intent
I could use a sweet tea from Starbucks right about now    food
i think i did good =)    non-intent
i really need to improve my grammar ._.    career
I am going to the Marmon Grand to a Stepper Set which is a dance party after work ..    event
I need to get myself some new music    event
i want to thanks everyone who showed up today at pass and stow for the travis mccoy meet and greet !!!    trifle
I could really go for some bright orange glowing cheese right now . I would like it best if it actually glowed in the dark .    food
I just run in the morning mostly . Ha but i know you hate waking up before eleven ;)    non-intent
i will take any and all advice on how to make a pinched nerve in my neck more fun    non-intent
I am going to start a game called challenge speedy toni and want everyone to send me silly challenges every day haha !    event
I hate being that slutty girl .... but i definitely was tonight . Yikes    non-intent
I go to Holland , to the beach and Aaltendagen .    travel
I really need a job , and no one's hiring .    career
I would trade any extended family member to have Stevie Nicks as an aunt .    non-intent
I think I want a bold ughh    trifle
I wanna apply for American Brewers Guild training .    career
I think I have something stuck in my cornea =(    non-intent
I usually love fruit salad ! But tonight this is so gross !! Ugh    food
I could kill somebody right now    trifle
I should move to Singapore instead of moving to Taiwan . But ..... the things is ... VISA anytime .    travel
I sware by God ! I want out of this sad marriage ! I sware ! I sware ! I sware ! I sware ! I sware ! I sware ! BY GOD I SWARE I WANT OUT !    trifle
I want a job where I can travel the world and get paid .    career
I really hate unnecessarily loud people .    trifle
I am going to the movies to see The Hangover    event
i really cant stand people who fuckin lie -_-"    trifle
I am super excited about camp this weekend . But not excited about the long day before I get to go there .    travel
I could have sworn I saw our talent give our director the twinkle eye after a compliment ..    non-intent
I wanna go on holiday to Canada ! I've developed some wonderful friends there over the years . ♥    travel
I really hate laying on meh butt and not doing anything .    non-intent
I want to go to Birmingham's famous Waterhall Gallery but Lenny my lumbering driver wants to go shopping at a place called the bullring .    event
I just want to take a nap ...    trifle
I am hungry now , i think i can eat an elephant now ....    food
I need to get my brain moving thing morning , so I'll listen to some swimming with dolphins    trifle
I hope to see you again tomorrow ! I´m soo in love with you ! You´ll by my side at the moment ! But I miss you !    trifle
I NEED A VACATION PEOPLE !!!!!!! And my back hurts like HELL ( OUCH ! ) .    travel
I want food . Lots of it , in my belly . all the time . and i cant . im fucking starving . food foood foood    food
I want pancakes . If u know where I live , where would u recommend I go ?    food
I need more money in which to engage in more social activities .    event
I go to the club to have a drink and listen to loud music ! NOT to meet niggas ! I'm so ABOVE being a booty call !    food
I think I want to learn how to swim , as opposed to the ' not drowning ' I do now .    career
I mean if Spotify are recruiting for the US op then I would like to apply , I've been onto the site but no indication of how to apply , help    career
I need a new avatar .    goods
I wanna go to the circus ! My sis and her bf went ! =(    event
I want chocolate ... Preferably filled with peanutbutter    food
I really hate people ..    trifle
I need to get a new job . Wish me luck !    career
I have to say that I am lovin what my new shirt is doin for the girls lmao    non-intent
I NEED a job !...... random question do you all remember when people used to say they could speak pig latin ? I never understood it !    career
I want eat pizza .. RIGHT NOW    food
I think I need to find new fun music . This playlist is getting old .    event
I think I'll have Burger King for lunch today !!!!    food
I really wanted 2 cry but i just sucked it up    trifle
I want * so * badly to go to a music festival someday .    event
I need a break . I'll ttyl !    trifle
I think I drooled a little    non-intent
I want nothing more than to buy ice cream from the truck playing the Tetris song .    goods
I really hope the ride brings starbucks <3    food
I want a cat & a pet sheep .    goods
I really like Ginny .    food
I really want to make this delicious bisque , dammit    food
I finally get to see my sister !! =D I havent seen her since October .    non-intent
I am about to go have lunch with my husband and my boys . =]    food
I think they call them slowpokes because you have to poke them to move faster , those darn slow-you-must-poke-thems .    non-intent
I just don't understand ..    non-intent
I REALLY CANT WAIT TO SEE MY CUZS AGAIN AND I CANT WAIT FOR THE PARTY !!!!!!!!!    event
I had to delete the Twitter application in FB to make the madness stop !    goods
I wana rooooock with you all niiite ...... Dance the night awaaay !! RIP Micheal Jackson .    event
I have to start looking with my heart and be more appreciative of things .    trifle
I wish I can fly to the milky waaaaay !    trifle
i want to get a master degree however i have mortgage and it is very hard to spare time to study .    career
i think i'm gonna be a jewel thief ...    career
I need help with my phone    goods
I had to come on here after all the news from today ... Opened my eyes to what purpose a twit serves .    non-intent
i should probably be packing ...    trifle
I want chocolate chip cookies . Too much salt tonight .    food
I want an iPhone ... but has Verizon in her will . Wants an iPod Touch with a 3g network .... is that so much to ask for ? Anyone have advice ?    goods
I could eat a southern style chicken sammich with sweet tea every day    food
i really cannot type accurately on this blackberry    goods
I cannot wait for the #WonderGirls concert <3 but I need to finish my gifts for them !    event
I want a sexy business man with a brain , who's single    trifle
i need to take a shower    trifle
I hate misssin tweets but I must say " today was a good day "    non-intent
I need chocolate . Like , bad    food
I wanna go see No Doubt !!    event
I miss JKAVX evillism gang ! Hope that next next saturday I can go birthday celebration with them !!!    event
I wanna dance in the rain ... bust serious moves under the droplets !    event
I want a WaWa sandwich ... I'm so hungry !!!    food
I have lots of ideas of what I want to , and what I should do today . If only there were more hours in the day ...    non-intent
i will have a good day    non-intent
I wanna see the evangelion movie ha in the cinema one more time . my most favorite charactor is Aska . one reason is same name as me .    event
I want you more that ever    trifle
I WANNA GET OUT OF SINGAPORE !    travel
I guess I can go eat some lunch in peace now .    food
I hope you have not been leading a double life , pretending to be wicked and being really good all the time . That would be hypocrisy .    non-intent
I guess I forgot the ' up ' in ' I think I need to throw up '    non-intent
I need to go 6th Form Shopping ... but where ???    goods
I wanna watch New moon already ! ♥    event
I WANT TO LEARN TO MAKE ASSAM PEDAS FISH !    food
I need a new phoneee .    goods
I Could Be Come A Body So I Dont Trust Nobody !    non-intent
I want a chocolate chip cream drink . Now !    food
i needa clean my room before my mommy and daddy gets here . mommy has major OCD issues on tidyness .. =/    event
i am going to burn some toast so it looks like it has the virgin mary on one side and jesus on the other so i can put on ebay and make money    trifle
I NEED SOMEONE TO PUSH ME IN THE RIGHT DIRECTION !! I NEED TO STOP PROCRASTINATING !!!    trifle
I suck at being social . I try . I try really hard . I go to parties , I go to dinner , I .... just suck at this .    trifle
I am so ready to get a new phone    goods
I may be alone on this , but I'll yell it from the highest mountain .... I LOVE Richard Wolffe .    non-intent
i wish we could see more stars in the sky !!    trifle
I should get home , but ...    trifle
I am going to have a very good day , I can tell !    trifle
I plan to go to Armenisti camping this weekend . I haven't done smth like this since 2000 . How can someone charge his mobile in a camping ?    travel
i have to be up in less than 4 hrs to drive to tulsa . at least i'll get to see my boys for tee last time for a while . this week is hell week    non-intent
I really love it ... Man it's hard to decide ..    trifle
I had a nice lil dream ... seen some people I havent seen in a while    non-intent
I need the fooooods .    food
I want a veggi burger I've not had food with in 24 hours omg .    food
I wanna buy a season ticket to Old Trafford !!!! But its so expensive ! ( 0.5 working days then HOLIDAY ! )    event
I can't remember where I parked you , but I know you wont start .    non-intent
I want it to rain badly .    trifle
I wanna go to Vegas right now , let's go . in Murrieta , CA    travel
I wanna be a flight attendant =(    career
I wanna go to the beach !!! *.*    travel
I need a Starbeees real bad . I'm talkin I turn into Tayzilla if I don't have the strongest espresso drink . Done and done .    food
I think I have it already    non-intent
I should just shoot myself now ..    trifle
I get to go to savanna tennessee tomorow , to visit family and friends . But i miss out on work !    travel
I get to go and char meat tonight ! The Iran thing is somewhat interesting #squarespace    food
I NEED to find my passport . We have places to GO !    travel
i wana eat my baby momma pu$$y    food
i need to find a job advert for careers D;    career
I need ice cream to put out fire -.-    food
I need a lemon pasta break w/a little wine too .    food
I wanna play some ball , whats good ?    event
I need interaction . deeply .    trifle
I really need a part time job/side income ... Please anyone ?!!    career
I need a JOB ! I've been searching for weeks now !    career
I should be cleaning right now ....    trifle
I want to be a drummer .    career
I just need to stop screwing up big time ...    trifle
I decided to head to grand . Told cj why i was upset . Now he wants to walk me to the party .. Naturally    non-intent
I hope they get the MJ celebration Right    event
I ought to get up , shower , and pack my bag for my trip to Houston that's tomorrow ... I really ought to ...    trifle
I should be doing my English homework right now .. but I don't want to );    career
I wanna go home and sleeeep !    trifle
I hope to have some skittles in a few hours yummmmm    goods
I just wanna say .... i could live on applesauce .    non-intent
I think I might watch some daytime television . There's usually NOTHING on .    event
I want a Blackberry !!!    goods
I get to lie in tomorrow - and it's going to be AWESOME .    trifle
I so want to travel the world !    travel
I need to pick up a jump rope for training    event
I wanna get a tattoo .    goods
I need to give more love to typography !    trifle
I think I should upload some photos to flickr ... maybe after work    event
I got so much done today and I got to go swimming !    event
I enjoy my work but do need to supplement my income , which is why I offer the sites I have to others who also are seeking additional income    career
i need a nice friend , some advil and day off work please .    event
I need new songs for my myspace page ? Any one want to recommend a song to add to the playlist ?    event
I mad . I swear I said sunflowers ! & My brother stole my fucking charger AGAIN .    non-intent
I really hate the sound of ticking clock . Its a bad omen !    trifle
I need to buy cute gym clothes . There are cuties in the gym .    goods
I want some milk and cookies !    food
I lost like 10 followers over the weekend I must be super boring !!! I need followers    non-intent
I think I just ate bad tuna =[ If I get food poisoning I'm going to punch twitter where it hurts !!!!    non-intent
I think I am only going to work 5 hours today , maybe a bit tomorrow morning , but I think an early day today is in order .    career
I need to have more followers .    goods
I need a pen . not a biro though , it must be more inky ...    goods
i wish i can stop waking up in the middle of the night ... what the hell is wrong with me    trifle
I think I'm gonna go watch some movies and nap . I love lazy Sundays . They're my favorite . P.S. I'm thirsty .    event
I really don't want to know how many women Mark Sanford " crossed the ultimate line " with . On a related note , ick .    non-intent
I really love the Colbert Report !    event
I need to buy some coasters .    goods
I wanna throw my phone .    trifle
i need to get a new phone again . wtf    goods
I need pictures of people . if you get this send me a picture so I can save it to your contact info    trifle
I need a damn nap ...    trifle
I am thirsty as hell , hmmm , coke , water or a milkshake .. I am going to be crazy and opt for the water !    food
I really wanna go running . I'm gonna go to the gym as soon as I get home tomorrow ! I need one of those arm bands for ipods though .    event
I really can't believe it ... Hmm ohh well    non-intent
I wanna eat breakfast . Wonder if today's meal is delicious .    food
I love European soccer , I think I'm going to move to Italy when I graduate    travel
I think i spelt finaly/finally/finnaly wrong .... ugh , mushy brain again ...    trifle
I have to go watch the Maury Show !!!! Then Steve Wilkos !    event
I have to pee . Good night , world .    trifle
I think I'll do nothing today .    non-intent
i think i will stay another 10 minutes with laptop and then go .    trifle
I want a boyfriend that enjoys fishing , go-go dancing and ghost hunting .    event
I need a new life motto ! Any suggestions ?!?    trifle
I really hope that helped .    non-intent
I think I have cracked the code    non-intent
I really need to go to the gym . But I also really don't want to go today .    event
I would dig getting a free iPhone from #squarespace !    goods
I want 2 get on the back of a jet ski ohhhh I can't wait till next month vaca is near    event
I don't ROLF and I definitely don't ROTFL    non-intent
I could be a hater but at least I have a date !!!!!!    non-intent
I HOPE THEY MAKE IT SAFELY TO DENVER !!    non-intent
I just want to fly italy , buy fresh bread and cheese . Sit out and watch the sunset with a glass of tuscan wine    travel
I bid thee welcome good day . For now I must wake and slay thee .    trifle
I supposedly have a lunch date with friends tomorrow , but no one's told me where or when ! I really hate unorganized people .    non-intent
